state,city,organisation,description,costservices_id,addressbook_id,services_id,wef,remarks,tourleaderfree,servicecharges,agentcharges,commissionontransport,cities_id,costservicesdistinct_id,costservicesothers_id,costservices_id,frompax,topax,costperperson,costpergroup,remarks,tourleaderfree,currencies_id,resident,tourleader,SpecialGst,nett
Ladakh,Tangtse,Rimo Expeditions,Visit to Pangong Lake,7353,199,1241,2019-10-01T00:00:00,,,,,,639,,3783,7353,1,15,550,0,Permit,0,13,4,0,,0
Ladakh,Tso Kar,Rimo Expeditions,Visit Tsokar lake,7359,199,1248,2019-10-01T00:00:00,,,,,,641,,3795,7359,1,10,550,0,Permit,0,13,4,0,,0
Ladakh,Hundar,Rimo Expeditions,Visit to Deskit monastery followed by a camel ride,7569,199,1092,2020-10-01T00:00:00,,,,0,0,542,,3983,7569,1,15,220,0,Camel Ride,0,13,4,0,5,0
Ladakh,Hundar,Rimo Expeditions,Visit to Deskit monastery followed by a camel ride,7569,199,1092,2020-10-01T00:00:00,,,,0,0,542,,3984,7569,1,15,550,0,Permit,0,13,4,0,5,0
Ladakh,Hundar,Rimo Expeditions,Visit to Deskit monastery followed by a camel ride,7035,199,1092,2019-10-01T00:00:00,,,,0,0,542,,3557,7035,1,15,220,0,Camel Ride,0,13,4,0,5,0
Ladakh,Hundar,Rimo Expeditions,Visit to Deskit monastery followed by a camel ride,7035,199,1092,2019-10-01T00:00:00,,,,0,0,542,,3558,7035,1,15,550,0,Permit,0,13,4,0,5,0
Maharashtra,Tadoba,Svasara Jungle Lodge,Jeep safari in Tadoba National Park,6842,3035,994,2019-10-01T00:00:00,INR 3500 on weekday and INR 5000 on Weekend per person per Safari in a Shared Jeep.  INR 6500 per ride from Alizanza and Kolara Zone II  INR 9000 on Weekday and INR 13000 on Weekend for exclusive Jeep,,,,,465,,3444,6842,1,10,5000,0,Applied weekend rates,0,13,4,0,18,0
Maharashtra,Tadoba,Svasara Jungle Lodge,Private jeep safari in Tadoba National Park,6843,3035,1062,2019-10-01T00:00:00,INR 9000 on Weekday and INR 13000 on Weekend for exclusive Jeep,,,0,0,465,,3445,6843,1,4,0,13000,,0,13,4,0,18,0
Maharashtra,Tadoba,Svasara Jungle Lodge,Private jeep safari in Tadoba National Park,6843,3035,1062,2019-10-01T00:00:00,INR 9000 on Weekday and INR 13000 on Weekend for exclusive Jeep,,,0,0,465,,3446,6843,5,8,0,26000,,0,13,4,0,18,0
Maharashtra,Tadoba,Svasara Jungle Lodge,Private jeep safari in Tadoba National Park,6843,3035,1062,2019-10-01T00:00:00,INR 9000 on Weekday and INR 13000 on Weekend for exclusive Jeep,,,0,0,465,,3447,6843,9,12,0,39000,,0,13,4,0,18,0
Maharashtra,Tadoba,Svasara Jungle Lodge,Morning and afternoon jeep safaries in Tadoba National Park,6844,3035,995,2019-10-01T00:00:00,INR 3500 on weekday and INR 5000 on Weekend per person per Safari in a Shared Jeep.  INR 6500 per ride from Alizanza and Kolara Zone II  INR 9000 on Weekday and INR 13000 on Weekend for exclusive Jeep,,,0,0,465,,3448,6844,1,10,10000,0,Applied weekend rates,0,13,4,0,18,0
Maharashtra,Mumbai,Garha Tours & Travels,Mumbai heritage walk (from suburban hotel),7381,2216,1015,2019-10-01T00:00:00,For Mumbai Heritage Walk (from city hotel) we need to quote based on the Guide + Local Taxi  The cost for this menentioned in Miscellaneous Costs are approximate amounts.,,0,0,0,60,1358,3825,7381,1,4,0,200,Use of local taxi,0,13,4,0,18,0
Maharashtra,Mumbai,Garha Tours & Travels,Mumbai heritage walk (from suburban hotel),7381,2216,1015,2019-10-01T00:00:00,For Mumbai Heritage Walk (from city hotel) we need to quote based on the Guide + Local Taxi  The cost for this menentioned in Miscellaneous Costs are approximate amounts.,,0,0,0,60,1358,3826,7381,1,35,0,300,Conveyance of guide,0,13,4,0,18,0
Maharashtra,Mumbai,Garha Tours & Travels,Half-day city tour of Mumbai,7377,2216,282,2019-10-01T00:00:00,,,0,0,0,60,1071,3813,7377,1,35,0,300,Conveyance for the guide,0,13,4,0,18,0
Maharashtra,Mumbai,Garha Tours & Travels,Half day city tour of Mumbai (from suburban hotel),7378,2216,281,2019-10-01T00:00:00,,,0,0,0,60,1072,3814,7378,1,35,0,300,Conveyance for the guide,0,13,4,0,18,0
Maharashtra,Mumbai,Garha Tours & Travels,Half day excursion to Elephanta (from city hotel),7379,2216,284,2019-10-01T00:00:00,,,0,0,0,60,1350,3815,7379,1,35,275,,Regular Deluxe Launch Ticket,0,13,4,0,18,0
Maharashtra,Mumbai,Garha Tours & Travels,Half day excursion to Elephanta (from city hotel),7379,2216,284,2019-10-01T00:00:00,,,0,0,0,60,1350,3816,7379,1,35,15,0,Municipal Tax,0,13,4,0,18,0
Maharashtra,Mumbai,Garha Tours & Travels,Half day excursion to Elephanta (from city hotel),7379,2216,284,2019-10-01T00:00:00,,,0,0,0,60,1350,3817,7379,1,35,15,0,Toy Train fee (from jetty till the steps),0,13,4,0,18,0
Maharashtra,Mumbai,Garha Tours & Travels,Half day excursion to Elephanta (from city hotel),7379,2216,284,2019-10-01T00:00:00,,,0,0,0,60,1350,3818,7379,1,35,0,15,Toy Train ticket (for guide),0,13,4,0,18,0
Maharashtra,Mumbai,Garha Tours & Travels,Half day excursion to Elephanta (from city hotel),7379,2216,284,2019-10-01T00:00:00,,,0,0,0,60,1350,3819,7379,1,35,0,275,Ferry Ticket (for guide),0,13,4,0,18,0
Maharashtra,Mumbai,Garha Tours & Travels,Half day excursion to Elephanta (from city hotel),7379,2216,284,2019-10-01T00:00:00,,,0,0,0,60,1350,3820,7379,1,35,0,300,Conveyance for the guide,0,13,4,0,18,0
Maharashtra,Mumbai,Garha Tours & Travels,Mumbai heritage walk,7380,2216,1014,2019-10-01T00:00:00,For Mumbai Heritage Walk (from city hotel) we need to quote based on the Guide + Local Taxi  The cost for this menentioned in Miscellaneous Costs are approximate amounts.,,0,0,0,60,1357,3821,7380,1,4,0,200,Use of Local Taxi,0,13,4,0,18,0
Maharashtra,Mumbai,Garha Tours & Travels,Mumbai heritage walk,7380,2216,1014,2019-10-01T00:00:00,For Mumbai Heritage Walk (from city hotel) we need to quote based on the Guide + Local Taxi  The cost for this menentioned in Miscellaneous Costs are approximate amounts.,,0,0,0,60,1357,3822,7380,5,8,0,400,Use of Local Taxi,0,13,4,0,18,0
Maharashtra,Mumbai,Garha Tours & Travels,Mumbai heritage walk,7380,2216,1014,2019-10-01T00:00:00,For Mumbai Heritage Walk (from city hotel) we need to quote based on the Guide + Local Taxi  The cost for this menentioned in Miscellaneous Costs are approximate amounts.,,0,0,0,60,1357,3823,7380,9,12,0,600,Use of Local Taxi,0,13,4,0,18,0
Maharashtra,Mumbai,Garha Tours & Travels,Mumbai heritage walk,7380,2216,1014,2019-10-01T00:00:00,For Mumbai Heritage Walk (from city hotel) we need to quote based on the Guide + Local Taxi  The cost for this menentioned in Miscellaneous Costs are approximate amounts.,,0,0,0,60,1357,3824,7380,1,35,0,300,Conveyance for the guide,0,13,4,0,18,0
Maharashtra,Tadoba,Mahua Tola Tadoba,Jeep safari in Tadoba National Park,7368,3095,994,2019-10-01T00:00:00,"We have taken the cost for a safari in the Kolara buffer zone. A safari through Kolara Gate to the core area of the park would cost more than double.  W.e.f. April 2020, core zones will remain closed on Tuesdays and buffer zones will remain closed on Wednesdays.  October to March offers the best weather with sunny days and pleasant evenings. April to June is very hot but it is an excellent time for tiger sightings.   ",,,0,0,465,,3803,7368,1,6,0,6000,,0,13,4,0,,0
Maharashtra,Tadoba,Mahua Tola Tadoba,Jeep safari in Tadoba National Park,7368,3095,994,2019-10-01T00:00:00,"We have taken the cost for a safari in the Kolara buffer zone. A safari through Kolara Gate to the core area of the park would cost more than double.  W.e.f. April 2020, core zones will remain closed on Tuesdays and buffer zones will remain closed on Wednesdays.  October to March offers the best weather with sunny days and pleasant evenings. April to June is very hot but it is an excellent time for tiger sightings.   ",,,0,0,465,,3804,7368,7,12,0,12000,,0,13,4,0,,0
Maharashtra,Tadoba,Mahua Tola Tadoba,Morning and afternoon jeep safaries in Tadoba National Park,7369,3095,995,2019-10-01T00:00:00,"W.e.f. April 2020, core zones will remain closed on Tuesdays and buffer zones will remain closed on Wednesdays.  October to March offers the best weather with sunny days and pleasant evenings. April to June is very hot but it is an excellent time for tiger sightings.   ",,,0,0,465,,3805,7369,1,6,0,12000,,0,13,4,0,,0
Maharashtra,Tadoba,Mahua Tola Tadoba,Morning and afternoon jeep safaries in Tadoba National Park,7369,3095,995,2019-10-01T00:00:00,"W.e.f. April 2020, core zones will remain closed on Tuesdays and buffer zones will remain closed on Wednesdays.  October to March offers the best weather with sunny days and pleasant evenings. April to June is very hot but it is an excellent time for tiger sightings.   ",,,0,0,465,,3806,7369,7,12,0,24000,,0,13,4,0,,0
Maharashtra,Mumbai,Reality Tours & Travel,Dharavi slum tour,7327,2867,1077,2019-10-01T00:00:00,,,,,,60,,3743,7327,1,4,,7000,"Rs 1,000 supplement for suburban hotels",0,13,4,0,,1
Maharashtra,Mumbai,Reality Tours & Travel,Dharavi slum tour,7327,2867,1077,2019-10-01T00:00:00,,,,,,60,,3744,7327,5,8,0,14000,,0,13,4,0,,1
Maharashtra,Mumbai,Reality Tours & Travel,Dharavi slum tour,7327,2867,1077,2019-10-01T00:00:00,,,,,,60,,3745,7327,9,12,0,21000,,0,13,4,0,,1
Maharashtra,Mumbai,Reality Tours & Travel,Evening Mumbai street food tour,7328,2867,1078,2019-10-01T00:00:00,,,,,,60,,3746,7328,1,4,0,7500,,0,13,4,0,,1
Maharashtra,Mumbai,Reality Tours & Travel,Evening Mumbai street food tour,7328,2867,1078,2019-10-01T00:00:00,,,,,,60,,3747,7328,5,8,0,15000,,0,13,4,0,,1
Maharashtra,Mumbai,Reality Tours & Travel,Evening Mumbai street food tour,7328,2867,1078,2019-10-01T00:00:00,,,,,,60,,3748,7328,9,12,0,22500,,0,13,4,0,,1
Maharashtra,Mumbai,Reality Tours & Travel,Slum tour & sightseeing,7329,2867,1079,2019-10-01T00:00:00,,,,,,60,,3749,7329,1,4,0,9500,"Rs 1,000 supplement for suburban hotels",0,13,4,0,,1
Maharashtra,Mumbai,Reality Tours & Travel,Slum tour & sightseeing,7329,2867,1079,2019-10-01T00:00:00,,,,,,60,,3750,7329,5,8,0,19000,,0,13,4,0,,1
Maharashtra,Mumbai,Reality Tours & Travel,Slum tour & sightseeing,7329,2867,1079,2019-10-01T00:00:00,,,,,,60,,3751,7329,9,12,0,28500,,0,13,4,0,,1
Maharashtra,Nagzira,Asteya Nagzira,Jeep safari in Nagzira National Park,7357,3128,1219,2019-10-01T00:00:00,"Safari rates are for private jeeps with maximum carrying capacity of 6 pax.  The safari charges include Govt. entry fee, guide charges and vehicle rent and rates are subject to change. Camera charges will be extra",,,,,634,,3792,7357,1,6,0,6000,,0,13,4,0,,0
Maharashtra,Nagzira,Asteya Nagzira,Jeep safari in Nagzira National Park,7357,3128,1219,2019-10-01T00:00:00,"Safari rates are for private jeeps with maximum carrying capacity of 6 pax.  The safari charges include Govt. entry fee, guide charges and vehicle rent and rates are subject to change. Camera charges will be extra",,,,,634,,3793,7357,7,12,0,12000,,0,13,4,0,,0
Madhya Pradesh,Bandhavgarh,Nature Heritage Resort,Morning and afternoon jeep safaris in Bandhavgarh National Park,6809,2217,1130,2019-10-01T00:00:00,"The park is open from 15 October till 30 June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,22,,3380,6809,1,10,4000,,,0,13,4,0,5,0
Madhya Pradesh,Bandhavgarh,Nature Heritage Resort,Jeep safari in Bandhavgarh National Park,6810,2217,1128,2019-10-01T00:00:00,"The park is open from 15 October till 30 June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,22,,3382,6810,1,10,2000,,,0,13,4,0,5,0
Madhya Pradesh,Bandhavgarh,Nature Heritage Resort,Shared afternoon jeep safari in Bandhavgarh National Park,6811,2217,1129,2019-10-01T00:00:00,"The park is open from 15 October till 30 June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,22,,3384,6811,1,10,2000,,,0,13,4,0,5,0
Madhya Pradesh,Kanha,Courtyard House,Morning and afternoon jeep safaris in Kanha National Park,6812,2733,1133,2019-10-01T00:00:00,"The park is open from 15 October till 30 June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,0,3,0,205,1402,3386,6812,1,10,4000,,,0,13,4,0,5,0
Madhya Pradesh,Kanha,Chitvan Jungle Lodge,Jeep safari in Kanha National Park,7425,3017,1131,2020-10-01T00:00:00,"The park is open from 16th October till 30th June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,,,205,,3904,7425,1,10,3250,0,,0,13,4,0,,1
Madhya Pradesh,Kanha,Chitvan Jungle Lodge,Shared afternoon jeep safari in Kanha National Park,7426,3017,1132,2020-10-01T00:00:00,"The park is open from 16th October till 30th June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,205,,3905,7426,1,10,3250,0,,0,13,4,0,,1
Madhya Pradesh,Kanha,Chitvan Jungle Lodge,Morning and afternoon jeep safaris in Kanha National Park,7427,3017,1133,2020-10-01T00:00:00,"The park is open from 16th October till 30th June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,205,,3906,7427,1,10,6500,0,,0,13,4,0,,1
Madhya Pradesh,Kanha,Chitvan Jungle Lodge,Private jeep safari in Kanha N.P.,7428,3017,1243,2020-10-01T00:00:00,"The park is open from 16th October till 30th June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,205,,3907,7428,1,4,0,7000,,0,13,4,0,,1
Madhya Pradesh,Kanha,Chitvan Jungle Lodge,Private jeep safari in Kanha N.P.,7428,3017,1243,2020-10-01T00:00:00,"The park is open from 16th October till 30th June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,205,,3908,7428,5,8,0,14000,,0,13,4,0,,1
Madhya Pradesh,Kanha,Chitvan Jungle Lodge,Private jeep safari in Kanha N.P.,7428,3017,1243,2020-10-01T00:00:00,"The park is open from 16th October till 30th June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,205,,3909,7428,9,12,0,21000,,0,13,4,0,,1
Madhya Pradesh,Bandhavgarh,Bandhav Vilas,Jeep safari in Bandhavgarh National Park,7421,3016,1128,2020-10-01T00:00:00,"The park is open from 16th October till 30th June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,,,22,,3898,7421,1,10,3250,0,,0,13,4,0,,1
Madhya Pradesh,Bandhavgarh,Bandhav Vilas,Shared afternoon jeep safari in Bandhavgarh National Park,7422,3016,1129,2020-10-01T00:00:00,"The park is open from 16th October till 30th June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,22,,3899,7422,1,10,3250,0,,0,13,4,0,,1
Madhya Pradesh,Bandhavgarh,Bandhav Vilas,Morning and afternoon jeep safaris in Bandhavgarh National Park,7423,3016,1130,2020-10-01T00:00:00,"The park is open from 16th October till 30th June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,22,,3900,7423,1,10,6500,0,,0,13,4,0,,1
Madhya Pradesh,Bandhavgarh,Bandhav Vilas,Private jeep safari in Bandhavgarh N.P.,7424,3016,1242,2020-10-01T00:00:00,"The park is open from 16th October till 30th June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,22,,3901,7424,1,4,0,7000,,0,13,4,0,,1
Madhya Pradesh,Bandhavgarh,Bandhav Vilas,Private jeep safari in Bandhavgarh N.P.,7424,3016,1242,2020-10-01T00:00:00,"The park is open from 16th October till 30th June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,22,,3902,7424,5,8,0,14000,,0,13,4,0,,1
Madhya Pradesh,Bandhavgarh,Bandhav Vilas,Private jeep safari in Bandhavgarh N.P.,7424,3016,1242,2020-10-01T00:00:00,"The park is open from 16th October till 30th June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,22,,3903,7424,9,12,0,21000,,0,13,4,0,,1
Madhya Pradesh,Bandhavgarh,Bandhav Vilas,Jeep safari in Bandhavgarh National Park,7400,3016,1128,2019-10-01T00:00:00,"The park is open from 16th October till 30th June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,,,22,,3874,7400,1,10,3200,0,,0,13,4,0,,1
Madhya Pradesh,Bandhavgarh,Bandhav Vilas,Shared afternoon jeep safari in Bandhavgarh National Park,7401,3016,1129,2019-10-01T00:00:00,"The park is open from 16th October till 30th June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,22,,3875,7401,1,10,3200,0,,0,13,4,0,,1
Madhya Pradesh,Bandhavgarh,Bandhav Vilas,Morning and afternoon jeep safaris in Bandhavgarh National Park,7402,3016,1130,2019-10-01T00:00:00,"The park is open from 16th October till 30th June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,22,,3876,7402,1,10,6400,0,,0,13,4,0,,1
Madhya Pradesh,Bandhavgarh,Bandhav Vilas,Private jeep safari in Bandhavgarh N.P.,7403,3016,1242,2019-10-01T00:00:00,"The park is open from 16th October till 30th June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,22,,3877,7403,1,4,0,7000,,0,13,4,0,,1
Madhya Pradesh,Bandhavgarh,Bandhav Vilas,Private jeep safari in Bandhavgarh N.P.,7403,3016,1242,2019-10-01T00:00:00,"The park is open from 16th October till 30th June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,22,,3878,7403,5,8,0,14000,,0,13,4,0,,1
Madhya Pradesh,Bandhavgarh,Bandhav Vilas,Private jeep safari in Bandhavgarh N.P.,7403,3016,1242,2019-10-01T00:00:00,"The park is open from 16th October till 30th June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,22,,3879,7403,9,12,0,21000,,0,13,4,0,,1
Madhya Pradesh,Satpura,Forsyth Lodge,Afternoon jeep safari in Satpura National Park,7347,3081,1216,2019-10-01T00:00:00,"The park is open from 15 October till 30 June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,632,,3779,7347,1,4,0,7150,,0,13,4,0,5,0
Madhya Pradesh,Satpura,Forsyth Lodge,Afternoon jeep safari in Satpura National Park,7347,3081,1216,2019-10-01T00:00:00,"The park is open from 15 October till 30 June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,632,,3780,7347,5,8,0,14300,,0,13,4,0,5,0
Madhya Pradesh,Satpura,Forsyth Lodge,Afternoon jeep safari in Satpura National Park,7347,3081,1216,2019-10-01T00:00:00,"The park is open from 15 October till 30 June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,632,,3781,7347,9,12,0,21450,,0,13,4,0,5,0
Madhya Pradesh,Pench,Mahua Vann Pench,Jeep safari in Pench National Park,7354,3097,1041,2019-10-01T00:00:00,"The park is open from 15 October till 30 June.  We have taken the cost for a safari at Touria Gate. A safari at Khursapar Gate would be slightly more expensive (Rs 500/- per jeep).  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,,,506,,3784,7354,1,4,0,5500,,0,13,4,0,5,0
Madhya Pradesh,Pench,Mahua Vann Pench,Jeep safari in Pench National Park,7354,3097,1041,2019-10-01T00:00:00,"The park is open from 15 October till 30 June.  We have taken the cost for a safari at Touria Gate. A safari at Khursapar Gate would be slightly more expensive (Rs 500/- per jeep).  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,,,506,,3785,7354,5,8,0,11000,,0,13,4,0,5,0
Madhya Pradesh,Pench,Mahua Vann Pench,Jeep safari in Pench National Park,7354,3097,1041,2019-10-01T00:00:00,"The park is open from 15 October till 30 June.  We have taken the cost for a safari at Touria Gate. A safari at Khursapar Gate would be slightly more expensive (Rs 500/- per jeep).  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,,,506,,3786,7354,9,12,0,16500,,0,13,4,0,5,0
Madhya Pradesh,Jabalpur,Radiant Travels Pvt Ltd,Transfer from Jabalpur airport to hotel,7299,1340,367,2019-10-01T00:00:00,,0,0,0,0,175,526,3733,7299,1,30,10,0,Porterage,0,13,4,0,,0
Madhya Pradesh,Jabalpur,Radiant Travels Pvt Ltd,Transfer from hotel to Jabalpur airport,7300,1340,368,2019-10-01T00:00:00,,0,0,0,0,175,527,3734,7300,1,30,10,0,Porterage,0,13,4,0,,0
Madhya Pradesh,Jabalpur,Radiant Travels Pvt Ltd,Transfer from hotel to Jabalpur railway station,7301,1340,370,2019-10-01T00:00:00,,0,0,0,0,175,528,3735,7301,1,30,10,0,Porterage,0,13,4,0,,0
Madhya Pradesh,Jabalpur,Radiant Travels Pvt Ltd,Transfer from Jabalpur railway station to hotel,7302,1340,369,2019-10-01T00:00:00,,0,0,0,0,175,529,3736,7302,1,30,10,0,Porterage,0,13,4,0,,0
Madhya Pradesh,Bhopal,Rai Travels Pvt Ltd,Half-day excursion to Bhimbetika,7239,2274,512,2019-10-01T00:00:00,Bhimbetka open all year round from sunrise to sunset.,,0,0,0,48,1079,3710,7239,1,10,0,300,Vehicle entry,0,13,4,0,5,0
Madhya Pradesh,Jabalpur,Rai Travels Pvt Ltd,Half-day city tour and visit to the Marble Rocks,7232,2274,946,2019-10-01T00:00:00,,,,0,0,175,,3713,7232,1,10,0,1500,boat,0,13,4,0,,0
Madhya Pradesh,Kanha,Kanha Earth Lodge,Private jeep safari with naturalist in Kanha National Park,7208,2700,1245,2019-10-01T00:00:00,"The park is open from 16th October till 30th June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,205,,3682,7208,1,4,0,11000,9500 for jeep + 1500 for naturalist,0,13,4,0,,1
Madhya Pradesh,Kanha,Kanha Earth Lodge,Private jeep safari with naturalist in Kanha National Park,7208,2700,1245,2019-10-01T00:00:00,"The park is open from 16th October till 30th June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,205,,3683,7208,5,8,0,22000,,0,13,4,0,,1
Madhya Pradesh,Kanha,Kanha Earth Lodge,Private jeep safari with naturalist in Kanha National Park,7208,2700,1245,2019-10-01T00:00:00,"The park is open from 16th October till 30th June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,205,,3684,7208,9,12,0,33000,,0,13,4,0,,1
Madhya Pradesh,Pench,Pench Tree Lodge,Private jeep safari with naturalist in Pench National Park,7209,3106,1244,2019-10-01T00:00:00,"The park is open from 16th October till 30th June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,506,,3685,7209,1,4,0,11000,9500 for jeep + 1500 for naturalist,0,13,4,0,,1
Madhya Pradesh,Pench,Pench Tree Lodge,Private jeep safari with naturalist in Pench National Park,7209,3106,1244,2019-10-01T00:00:00,"The park is open from 16th October till 30th June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,506,,3686,7209,5,8,0,22000,,0,13,4,0,,1
Madhya Pradesh,Pench,Pench Tree Lodge,Private jeep safari with naturalist in Pench National Park,7209,3106,1244,2019-10-01T00:00:00,"The park is open from 16th October till 30th June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,0,0,506,,3687,7209,9,12,0,33000,,0,13,4,0,,1
Madhya Pradesh,Kanha,Chitvan Jungle Lodge,Jeep safari in Kanha National Park,7203,3017,1131,2019-10-01T00:00:00,"The park is open from 16th October till 30th June.  All Madhya Pradesh National Parks i.e. Panna, Bandhavgarh, Kanha, Pench, Satpura, Sanjay are closed every Wednesday afternoon for safaris. These parks are also closed on Holi and Diwali festival days.",,,,,205,,3673,7203,1,10,3200,0,,0,13,4,0,,1
